factor,common,label,prototype,symbol_scope,quintile,event_count,label_mean
volatility_ratio_short_long,Volatility expansion: short ATR level relative to its longer rolling average.,safe_for_20x,P4_BREAKOUT_TOP20,all_symbols,1,882,0.9240362811791383
volatility_ratio_short_long,Volatility expansion: short ATR level relative to its longer rolling average.,safe_for_20x,P4_BREAKOUT_TOP20,all_symbols,2,882,0.9489795918367347
volatility_ratio_short_long,Volatility expansion: short ATR level relative to its longer rolling average.,safe_for_20x,P4_BREAKOUT_TOP20,all_symbols,3,882,0.9478458049886621
volatility_ratio_short_long,Volatility expansion: short ATR level relative to its longer rolling average.,safe_for_20x,P4_BREAKOUT_TOP20,all_symbols,4,882,0.9433106575963719
volatility_ratio_short_long,Volatility expansion: short ATR level relative to its longer rolling average.,safe_for_20x,P4_BREAKOUT_TOP20,all_symbols,5,882,0.9705215419501134
volatility_ratio_short_long,Volatility expansion: short ATR level relative to its longer rolling average.,fast_follow_through,P4_BREAKOUT_TOP20,all_symbols,1,882,0.6541950113378685
volatility_ratio_short_long,Volatility expansion: short ATR level relative to its longer rolling average.,fast_follow_through,P4_BREAKOUT_TOP20,all_symbols,2,882,0.6655328798185941
volatility_ratio_short_long,Volatility expansion: short ATR level relative to its longer rolling average.,fast_follow_through,P4_BREAKOUT_TOP20,all_symbols,3,882,0.6587301587301587
volatility_ratio_short_long,Volatility expansion: short ATR level relative to its longer rolling average.,fast_follow_through,P4_BREAKOUT_TOP20,all_symbols,4,882,0.6666666666666666
volatility_ratio_short_long,Volatility expansion: short ATR level relative to its longer rolling average.,fast_follow_through,P4_BREAKOUT_TOP20,all_symbols,5,882,0.7052154195011338
volatility_ratio_short_long,Volatility expansion: short ATR level relative to its longer rolling average.,hit_liquidation_10x,P4_BREAKOUT_TOP20,all_symbols,1,882,0.0
volatility_ratio_short_long,Volatility expansion: short ATR level relative to its longer rolling average.,hit_liquidation_10x,P4_BREAKOUT_TOP20,all_symbols,2,882,0.0
volatility_ratio_short_long,Volatility expansion: short ATR level relative to its longer rolling average.,hit_liquidation_10x,P4_BREAKOUT_TOP20,all_symbols,3,882,0.0
volatility_ratio_short_long,Volatility expansion: short ATR level relative to its longer rolling average.,hit_liquidation_10x,P4_BREAKOUT_TOP20,all_symbols,4,882,0.0
volatility_ratio_short_long,Volatility expansion: short ATR level relative to its longer rolling average.,hit_liquidation_10x,P4_BREAKOUT_TOP20,all_symbols,5,882,0.0
volatility_ratio_short_long,Volatility expansion: short ATR level relative to its longer rolling average.,hit_liquidation_20x,P4_BREAKOUT_TOP20,all_symbols,1,882,0.0
volatility_ratio_short_long,Volatility expansion: short ATR level relative to its longer rolling average.,hit_liquidation_20x,P4_BREAKOUT_TOP20,all_symbols,2,882,0.0
volatility_ratio_short_long,Volatility expansion: short ATR level relative to its longer rolling average.,hit_liquidation_20x,P4_BREAKOUT_TOP20,all_symbols,3,882,0.0
volatility_ratio_short_long,Volatility expansion: short ATR level relative to its longer rolling average.,hit_liquidation_20x,P4_BREAKOUT_TOP20,all_symbols,4,882,0.0
volatility_ratio_short_long,Volatility expansion: short ATR level relative to its longer rolling average.,hit_liquidation_20x,P4_BREAKOUT_TOP20,all_symbols,5,882,0.0022675736961451248
volatility_ratio_short_long,Volatility expansion: short ATR level relative to its longer rolling average.,mae_pct,P4_BREAKOUT_TOP20,all_symbols,1,882,-0.0008854820245330089
volatility_ratio_short_long,Volatility expansion: short ATR level relative to its longer rolling average.,mae_pct,P4_BREAKOUT_TOP20,all_symbols,2,882,-0.0008841774646268477
volatility_ratio_short_long,Volatility expansion: short ATR level relative to its longer rolling average.,mae_pct,P4_BREAKOUT_TOP20,all_symbols,3,882,-0.00102602819772964
volatility_ratio_short_long,Volatility expansion: short ATR level relative to its longer rolling average.,mae_pct,P4_BREAKOUT_TOP20,all_symbols,4,882,-0.0010119398942948486
volatility_ratio_short_long,Volatility expansion: short ATR level relative to its longer rolling average.,mae_pct,P4_BREAKOUT_TOP20,all_symbols,5,882,-0.0012092428586096837
volatility_ratio_short_long,Volatility expansion: short ATR level relative to its longer rolling average.,mfe_pct,P4_BREAKOUT_TOP20,all_symbols,1,882,0.005656746940452799
volatility_ratio_short_long,Volatility expansion: short ATR level relative to its longer rolling average.,mfe_pct,P4_BREAKOUT_TOP20,all_symbols,2,882,0.006906848960269676
volatility_ratio_short_long,Volatility expansion: short ATR level relative to its longer rolling average.,mfe_pct,P4_BREAKOUT_TOP20,all_symbols,3,882,0.008461608782347889
volatility_ratio_short_long,Volatility expansion: short ATR level relative to its longer rolling average.,mfe_pct,P4_BREAKOUT_TOP20,all_symbols,4,882,0.009497375944150222
volatility_ratio_short_long,Volatility expansion: short ATR level relative to its longer rolling average.,mfe_pct,P4_BREAKOUT_TOP20,all_symbols,5,882,0.014153754046189196
atr_percentile_200,Local volatility regime: ATR percentile within the previous 200 15m bars.,safe_for_10x,P4_BREAKOUT_TOP20,all_symbols,1,886,0.9875846501128668
atr_percentile_200,Local volatility regime: ATR percentile within the previous 200 15m bars.,safe_for_10x,P4_BREAKOUT_TOP20,all_symbols,2,885,0.9943502824858758
atr_percentile_200,Local volatility regime: ATR percentile within the previous 200 15m bars.,safe_for_10x,P4_BREAKOUT_TOP20,all_symbols,3,886,0.9932279909706546
atr_percentile_200,Local volatility regime: ATR percentile within the previous 200 15m bars.,safe_for_10x,P4_BREAKOUT_TOP20,all_symbols,4,885,0.9988700564971752
atr_percentile_200,Local volatility regime: ATR percentile within the previous 200 15m bars.,safe_for_10x,P4_BREAKOUT_TOP20,all_symbols,5,886,0.9887133182844243
atr_percentile_200,Local volatility regime: ATR percentile within the previous 200 15m bars.,safe_for_20x,P4_BREAKOUT_TOP20,all_symbols,1,886,0.9322799097065463
atr_percentile_200,Local volatility regime: ATR percentile within the previous 200 15m bars.,safe_for_20x,P4_BREAKOUT_TOP20,all_symbols,2,885,0.9480225988700565
atr_percentile_200,Local volatility regime: ATR percentile within the previous 200 15m bars.,safe_for_20x,P4_BREAKOUT_TOP20,all_symbols,3,886,0.9413092550790068
atr_percentile_200,Local volatility regime: ATR percentile within the previous 200 15m bars.,safe_for_20x,P4_BREAKOUT_TOP20,all_symbols,4,885,0.9480225988700565
atr_percentile_200,Local volatility regime: ATR percentile within the previous 200 15m bars.,safe_for_20x,P4_BREAKOUT_TOP20,all_symbols,5,886,0.9661399548532731
atr_percentile_200,Local volatility regime: ATR percentile within the previous 200 15m bars.,fast_follow_through,P4_BREAKOUT_TOP20,all_symbols,1,886,0.6410835214446953
atr_percentile_200,Local volatility regime: ATR percentile within the previous 200 15m bars.,fast_follow_through,P4_BREAKOUT_TOP20,all_symbols,2,885,0.672316384180791
atr_percentile_200,Local volatility regime: ATR percentile within the previous 200 15m bars.,fast_follow_through,P4_BREAKOUT_TOP20,all_symbols,3,886,0.6839729119638827
atr_percentile_200,Local volatility regime: ATR percentile within the previous 200 15m bars.,fast_follow_through,P4_BREAKOUT_TOP20,all_symbols,4,885,0.6757062146892655
atr_percentile_200,Local volatility regime: ATR percentile within the previous 200 15m bars.,fast_follow_through,P4_BREAKOUT_TOP20,all_symbols,5,886,0.6794582392776524
atr_percentile_200,Local volatility regime: ATR percentile within the previous 200 15m bars.,hit_liquidation_10x,P4_BREAKOUT_TOP20,all_symbols,1,886,0.0
atr_percentile_200,Local volatility regime: ATR percentile within the previous 200 15m bars.,hit_liquidation_10x,P4_BREAKOUT_TOP20,all_symbols,2,885,0.0
atr_percentile_200,Local volatility regime: ATR percentile within the previous 200 15m bars.,hit_liquidation_10x,P4_BREAKOUT_TOP20,all_symbols,3,886,0.0
atr_percentile_200,Local volatility regime: ATR percentile within the previous 200 15m bars.,hit_liquidation_10x,P4_BREAKOUT_TOP20,all_symbols,4,885,0.0
atr_percentile_200,Local volatility regime: ATR percentile within the previous 200 15m bars.,hit_liquidation_10x,P4_BREAKOUT_TOP20,all_symbols,5,886,0.0
atr_percentile_200,Local volatility regime: ATR percentile within the previous 200 15m bars.,hit_liquidation_20x,P4_BREAKOUT_TOP20,all_symbols,1,886,0.0
atr_percentile_200,Local volatility regime: ATR percentile within the previous 200 15m bars.,hit_liquidation_20x,P4_BREAKOUT_TOP20,all_symbols,2,885,0.0
atr_percentile_200,Local volatility regime: ATR percentile within the previous 200 15m bars.,hit_liquidation_20x,P4_BREAKOUT_TOP20,all_symbols,3,886,0.002257336343115124
atr_percentile_200,Local volatility regime: ATR percentile within the previous 200 15m bars.,hit_liquidation_20x,P4_BREAKOUT_TOP20,all_symbols,4,885,0.0
atr_percentile_200,Local volatility regime: ATR percentile within the previous 200 15m bars.,hit_liquidation_20x,P4_BREAKOUT_TOP20,all_symbols,5,886,0.0
atr_percentile_200,Local volatility regime: ATR percentile within the previous 200 15m bars.,mae_pct,P4_BREAKOUT_TOP20,all_symbols,1,886,-0.0007707201550824474
atr_percentile_200,Local volatility regime: ATR percentile within the previous 200 15m bars.,mae_pct,P4_BREAKOUT_TOP20,all_symbols,2,885,-0.0008572008534834055
atr_percentile_200,Local volatility regime: ATR percentile within the previous 200 15m bars.,mae_pct,P4_BREAKOUT_TOP20,all_symbols,3,886,-0.0011406360563708117
atr_percentile_200,Local volatility regime: ATR percentile within the previous 200 15m bars.,mae_pct,P4_BREAKOUT_TOP20,all_symbols,4,885,-0.0011136453375259082
atr_percentile_200,Local volatility regime: ATR percentile within the previous 200 15m bars.,mae_pct,P4_BREAKOUT_TOP20,all_symbols,5,886,-0.0011360547527110797
atr_percentile_200,Local volatility regime: ATR percentile within the previous 200 15m bars.,mfe_pct,P4_BREAKOUT_TOP20,all_symbols,1,886,0.005761916009448897
atr_percentile_200,Local volatility regime: ATR percentile within the previous 200 15m bars.,mfe_pct,P4_BREAKOUT_TOP20,all_symbols,2,885,0.006765689658057514
atr_percentile_200,Local volatility regime: ATR percentile within the previous 200 15m bars.,mfe_pct,P4_BREAKOUT_TOP20,all_symbols,3,886,0.009016431982886958
atr_percentile_200,Local volatility regime: ATR percentile within the previous 200 15m bars.,mfe_pct,P4_BREAKOUT_TOP20,all_symbols,4,885,0.010134554208943835
atr_percentile_200,Local volatility regime: ATR percentile within the previous 200 15m bars.,mfe_pct,P4_BREAKOUT_TOP20,all_symbols,5,886,0.012954826287684894
prior_5m_range_pct,Immediate pre-entry 5-minute high-low range as a share of entry price.,safe_for_10x,P4_BREAKOUT_TOP20,all_symbols,1,886,1.0
prior_5m_range_pct,Immediate pre-entry 5-minute high-low range as a share of entry price.,safe_for_10x,P4_BREAKOUT_TOP20,all_symbols,2,885,1.0
prior_5m_range_pct,Immediate pre-entry 5-minute high-low range as a share of entry price.,safe_for_10x,P4_BREAKOUT_TOP20,all_symbols,3,886,0.9943566591422122
prior_5m_range_pct,Immediate pre-entry 5-minute high-low range as a share of entry price.,safe_for_10x,P4_BREAKOUT_TOP20,all_symbols,4,885,0.9988700564971752
prior_5m_range_pct,Immediate pre-entry 5-minute high-low range as a share of entry price.,safe_for_10x,P4_BREAKOUT_TOP20,all_symbols,5,886,0.9695259593679458
prior_5m_range_pct,Immediate pre-entry 5-minute high-low range as a share of entry price.,safe_for_20x,P4_BREAKOUT_TOP20,all_symbols,1,886,0.9706546275395034
prior_5m_range_pct,Immediate pre-entry 5-minute high-low range as a share of entry price.,safe_for_20x,P4_BREAKOUT_TOP20,all_symbols,2,885,0.9740112994350283
prior_5m_range_pct,Immediate pre-entry 5-minute high-low range as a share of entry price.,safe_for_20x,P4_BREAKOUT_TOP20,all_symbols,3,886,0.9390519187358917
prior_5m_range_pct,Immediate pre-entry 5-minute high-low range as a share of entry price.,safe_for_20x,P4_BREAKOUT_TOP20,all_symbols,4,885,0.9322033898305084
prior_5m_range_pct,Immediate pre-entry 5-minute high-low range as a share of entry price.,safe_for_20x,P4_BREAKOUT_TOP20,all_symbols,5,886,0.9198645598194131
prior_5m_range_pct,Immediate pre-entry 5-minute high-low range as a share of entry price.,fast_follow_through,P4_BREAKOUT_TOP20,all_symbols,1,886,0.6512415349887133
prior_5m_range_pct,Immediate pre-entry 5-minute high-low range as a share of entry price.,fast_follow_through,P4_BREAKOUT_TOP20,all_symbols,2,885,0.6858757062146893
prior_5m_range_pct,Immediate pre-entry 5-minute high-low range as a share of entry price.,fast_follow_through,P4_BREAKOUT_TOP20,all_symbols,3,886,0.6512415349887133
prior_5m_range_pct,Immediate pre-entry 5-minute high-low range as a share of entry price.,fast_follow_through,P4_BREAKOUT_TOP20,all_symbols,4,885,0.655367231638418
prior_5m_range_pct,Immediate pre-entry 5-minute high-low range as a share of entry price.,fast_follow_through,P4_BREAKOUT_TOP20,all_symbols,5,886,0.708803611738149
prior_5m_range_pct,Immediate pre-entry 5-minute high-low range as a share of entry price.,hit_liquidation_10x,P4_BREAKOUT_TOP20,all_symbols,1,886,0.0
prior_5m_range_pct,Immediate pre-entry 5-minute high-low range as a share of entry price.,hit_liquidation_10x,P4_BREAKOUT_TOP20,all_symbols,2,885,0.0
prior_5m_range_pct,Immediate pre-entry 5-minute high-low range as a share of entry price.,hit_liquidation_10x,P4_BREAKOUT_TOP20,all_symbols,3,886,0.0
prior_5m_range_pct,Immediate pre-entry 5-minute high-low range as a share of entry price.,hit_liquidation_10x,P4_BREAKOUT_TOP20,all_symbols,4,885,0.0
prior_5m_range_pct,Immediate pre-entry 5-minute high-low range as a share of entry price.,hit_liquidation_10x,P4_BREAKOUT_TOP20,all_symbols,5,886,0.0
prior_5m_range_pct,Immediate pre-entry 5-minute high-low range as a share of entry price.,hit_liquidation_20x,P4_BREAKOUT_TOP20,all_symbols,1,886,0.0
prior_5m_range_pct,Immediate pre-entry 5-minute high-low range as a share of entry price.,hit_liquidation_20x,P4_BREAKOUT_TOP20,all_symbols,2,885,0.0
prior_5m_range_pct,Immediate pre-entry 5-minute high-low range as a share of entry price.,hit_liquidation_20x,P4_BREAKOUT_TOP20,all_symbols,3,886,0.002257336343115124
prior_5m_range_pct,Immediate pre-entry 5-minute high-low range as a share of entry price.,hit_liquidation_20x,P4_BREAKOUT_TOP20,all_symbols,4,885,0.0
prior_5m_range_pct,Immediate pre-entry 5-minute high-low range as a share of entry price.,hit_liquidation_20x,P4_BREAKOUT_TOP20,all_symbols,5,886,0.0
prior_5m_range_pct,Immediate pre-entry 5-minute high-low range as a share of entry price.,mae_pct,P4_BREAKOUT_TOP20,all_symbols,1,886,-0.00044636061381047904
prior_5m_range_pct,Immediate pre-entry 5-minute high-low range as a share of entry price.,mae_pct,P4_BREAKOUT_TOP20,all_symbols,2,885,-0.0007316244501343228
prior_5m_range_pct,Immediate pre-entry 5-minute high-low range as a share of entry price.,mae_pct,P4_BREAKOUT_TOP20,all_symbols,3,886,-0.0011172502771321245
prior_5m_range_pct,Immediate pre-entry 5-minute high-low range as a share of entry price.,mae_pct,P4_BREAKOUT_TOP20,all_symbols,4,885,-0.001159901067608307
prior_5m_range_pct,Immediate pre-entry 5-minute high-low range as a share of entry price.,mae_pct,P4_BREAKOUT_TOP20,all_symbols,5,886,-0.0015630312197691563
prior_5m_range_pct,Immediate pre-entry 5-minute high-low range as a share of entry price.,mfe_pct,P4_BREAKOUT_TOP20,all_symbols,1,886,0.00562830814508547
prior_5m_range_pct,Immediate pre-entry 5-minute high-low range as a share of entry price.,mfe_pct,P4_BREAKOUT_TOP20,all_symbols,2,885,0.007825075083889304
prior_5m_range_pct,Immediate pre-entry 5-minute high-low range as a share of entry price.,mfe_pct,P4_BREAKOUT_TOP20,all_symbols,3,886,0.008873324798072372
prior_5m_range_pct,Immediate pre-entry 5-minute high-low range as a share of entry price.,mfe_pct,P4_BREAKOUT_TOP20,all_symbols,4,885,0.009208437031294935
prior_5m_range_pct,Immediate pre-entry 5-minute high-low range as a share of entry price.,mfe_pct,P4_BREAKOUT_TOP20,all_symbols,5,886,0.013098423504310017
prior_15m_range_pct,Immediate pre-entry 15-minute high-low range as a share of entry price.,safe_for_10x,P4_BREAKOUT_TOP20,all_symbols,1,886,1.0
prior_15m_range_pct,Immediate pre-entry 15-minute high-low range as a share of entry price.,safe_for_10x,P4_BREAKOUT_TOP20,all_symbols,2,885,0.9943502824858758
prior_15m_range_pct,Immediate pre-entry 15-minute high-low range as a share of entry price.,safe_for_10x,P4_BREAKOUT_TOP20,all_symbols,3,886,1.0
prior_15m_range_pct,Immediate pre-entry 15-minute high-low range as a share of entry price.,safe_for_10x,P4_BREAKOUT_TOP20,all_symbols,4,885,1.0
prior_15m_range_pct,Immediate pre-entry 15-minute high-low range as a share of entry price.,safe_for_10x,P4_BREAKOUT_TOP20,all_symbols,5,886,0.9683972911963883
prior_15m_range_pct,Immediate pre-entry 15-minute high-low range as a share of entry price.,safe_for_20x,P4_BREAKOUT_TOP20,all_symbols,1,886,0.9751693002257337
prior_15m_range_pct,Immediate pre-entry 15-minute high-low range as a share of entry price.,safe_for_20x,P4_BREAKOUT_TOP20,all_symbols,2,885,0.9717514124293786
prior_15m_range_pct,Immediate pre-entry 15-minute high-low range as a share of entry price.,safe_for_20x,P4_BREAKOUT_TOP20,all_symbols,3,886,0.9153498871331829
prior_15m_range_pct,Immediate pre-entry 15-minute high-low range as a share of entry price.,safe_for_20x,P4_BREAKOUT_TOP20,all_symbols,4,885,0.9491525423728814
prior_15m_range_pct,Immediate pre-entry 15-minute high-low range as a share of entry price.,safe_for_20x,P4_BREAKOUT_TOP20,all_symbols,5,886,0.9243792325056434
prior_15m_range_pct,Immediate pre-entry 15-minute high-low range as a share of entry price.,fast_follow_through,P4_BREAKOUT_TOP20,all_symbols,1,886,0.662528216704289
prior_15m_range_pct,Immediate pre-entry 15-minute high-low range as a share of entry price.,fast_follow_through,P4_BREAKOUT_TOP20,all_symbols,2,885,0.6768361581920904
prior_15m_range_pct,Immediate pre-entry 15-minute high-low range as a share of entry price.,fast_follow_through,P4_BREAKOUT_TOP20,all_symbols,3,886,0.6297968397291196
prior_15m_range_pct,Immediate pre-entry 15-minute high-low range as a share of entry price.,fast_follow_through,P4_BREAKOUT_TOP20,all_symbols,4,885,0.6768361581920904
prior_15m_range_pct,Immediate pre-entry 15-minute high-low range as a share of entry price.,fast_follow_through,P4_BREAKOUT_TOP20,all_symbols,5,886,0.7065462753950339
prior_15m_range_pct,Immediate pre-entry 15-minute high-low range as a share of entry price.,hit_liquidation_10x,P4_BREAKOUT_TOP20,all_symbols,1,886,0.0
prior_15m_range_pct,Immediate pre-entry 15-minute high-low range as a share of entry price.,hit_liquidation_10x,P4_BREAKOUT_TOP20,all_symbols,2,885,0.0
prior_15m_range_pct,Immediate pre-entry 15-minute high-low range as a share of entry price.,hit_liquidation_10x,P4_BREAKOUT_TOP20,all_symbols,3,886,0.0
prior_15m_range_pct,Immediate pre-entry 15-minute high-low range as a share of entry price.,hit_liquidation_10x,P4_BREAKOUT_TOP20,all_symbols,4,885,0.0
prior_15m_range_pct,Immediate pre-entry 15-minute high-low range as a share of entry price.,hit_liquidation_10x,P4_BREAKOUT_TOP20,all_symbols,5,886,0.0
prior_15m_range_pct,Immediate pre-entry 15-minute high-low range as a share of entry price.,hit_liquidation_20x,P4_BREAKOUT_TOP20,all_symbols,1,886,0.0
prior_15m_range_pct,Immediate pre-entry 15-minute high-low range as a share of entry price.,hit_liquidation_20x,P4_BREAKOUT_TOP20,all_symbols,2,885,0.0
prior_15m_range_pct,Immediate pre-entry 15-minute high-low range as a share of entry price.,hit_liquidation_20x,P4_BREAKOUT_TOP20,all_symbols,3,886,0.002257336343115124
prior_15m_range_pct,Immediate pre-entry 15-minute high-low range as a share of entry price.,hit_liquidation_20x,P4_BREAKOUT_TOP20,all_symbols,4,885,0.0
prior_15m_range_pct,Immediate pre-entry 15-minute high-low range as a share of entry price.,hit_liquidation_20x,P4_BREAKOUT_TOP20,all_symbols,5,886,0.0
prior_15m_range_pct,Immediate pre-entry 15-minute high-low range as a share of entry price.,mae_pct,P4_BREAKOUT_TOP20,all_symbols,1,886,-0.0004480442612602968
prior_15m_range_pct,Immediate pre-entry 15-minute high-low range as a share of entry price.,mae_pct,P4_BREAKOUT_TOP20,all_symbols,2,885,-0.0007734578789799052
prior_15m_range_pct,Immediate pre-entry 15-minute high-low range as a share of entry price.,mae_pct,P4_BREAKOUT_TOP20,all_symbols,3,886,-0.0010402053655783603
prior_15m_range_pct,Immediate pre-entry 15-minute high-low range as a share of entry price.,mae_pct,P4_BREAKOUT_TOP20,all_symbols,4,885,-0.0011749116584306803
prior_15m_range_pct,Immediate pre-entry 15-minute high-low range as a share of entry price.,mae_pct,P4_BREAKOUT_TOP20,all_symbols,5,886,-0.0015816126222408897
prior_15m_range_pct,Immediate pre-entry 15-minute high-low range as a share of entry price.,mfe_pct,P4_BREAKOUT_TOP20,all_symbols,1,886,0.00540936962943229
prior_15m_range_pct,Immediate pre-entry 15-minute high-low range as a share of entry price.,mfe_pct,P4_BREAKOUT_TOP20,all_symbols,2,885,0.007855151384908613
prior_15m_range_pct,Immediate pre-entry 15-minute high-low range as a share of entry price.,mfe_pct,P4_BREAKOUT_TOP20,all_symbols,3,886,0.007790292636454606
prior_15m_range_pct,Immediate pre-entry 15-minute high-low range as a share of entry price.,mfe_pct,P4_BREAKOUT_TOP20,all_symbols,4,885,0.010721329461199
prior_15m_range_pct,Immediate pre-entry 15-minute high-low range as a share of entry price.,mfe_pct,P4_BREAKOUT_TOP20,all_symbols,5,886,0.012859166950353895
prior_30m_range_pct,Immediate pre-entry 30-minute high-low range as a share of entry price.,safe_for_10x,P4_BREAKOUT_TOP20,all_symbols,1,886,1.0
prior_30m_range_pct,Immediate pre-entry 30-minute high-low range as a share of entry price.,safe_for_10x,P4_BREAKOUT_TOP20,all_symbols,2,885,0.9943502824858758
prior_30m_range_pct,Immediate pre-entry 30-minute high-low range as a share of entry price.,safe_for_10x,P4_BREAKOUT_TOP20,all_symbols,3,886,1.0
prior_30m_range_pct,Immediate pre-entry 30-minute high-low range as a share of entry price.,safe_for_10x,P4_BREAKOUT_TOP20,all_symbols,4,885,0.9988700564971752
prior_30m_range_pct,Immediate pre-entry 30-minute high-low range as a share of entry price.,safe_for_10x,P4_BREAKOUT_TOP20,all_symbols,5,886,0.9695259593679458
prior_30m_range_pct,Immediate pre-entry 30-minute high-low range as a share of entry price.,safe_for_20x,P4_BREAKOUT_TOP20,all_symbols,1,886,0.9751693002257337
prior_30m_range_pct,Immediate pre-entry 30-minute high-low range as a share of entry price.,safe_for_20x,P4_BREAKOUT_TOP20,all_symbols,2,885,0.9559322033898305
prior_30m_range_pct,Immediate pre-entry 30-minute high-low range as a share of entry price.,safe_for_20x,P4_BREAKOUT_TOP20,all_symbols,3,886,0.9390519187358917
prior_30m_range_pct,Immediate pre-entry 30-minute high-low range as a share of entry price.,safe_for_20x,P4_BREAKOUT_TOP20,all_symbols,4,885,0.9288135593220339
prior_30m_range_pct,Immediate pre-entry 30-minute high-low range as a share of entry price.,safe_for_20x,P4_BREAKOUT_TOP20,all_symbols,5,886,0.9367945823927766
prior_30m_range_pct,Immediate pre-entry 30-minute high-low range as a share of entry price.,fast_follow_through,P4_BREAKOUT_TOP20,all_symbols,1,886,0.6715575620767494
prior_30m_range_pct,Immediate pre-entry 30-minute high-low range as a share of entry price.,fast_follow_through,P4_BREAKOUT_TOP20,all_symbols,2,885,0.656497175141243
prior_30m_range_pct,Immediate pre-entry 30-minute high-low range as a share of entry price.,fast_follow_through,P4_BREAKOUT_TOP20,all_symbols,3,886,0.6591422121896162
prior_30m_range_pct,Immediate pre-entry 30-minute high-low range as a share of entry price.,fast_follow_through,P4_BREAKOUT_TOP20,all_symbols,4,885,0.656497175141243
prior_30m_range_pct,Immediate pre-entry 30-minute high-low range as a share of entry price.,fast_follow_through,P4_BREAKOUT_TOP20,all_symbols,5,886,0.708803611738149
prior_30m_range_pct,Immediate pre-entry 30-minute high-low range as a share of entry price.,hit_liquidation_10x,P4_BREAKOUT_TOP20,all_symbols,1,886,0.0
prior_30m_range_pct,Immediate pre-entry 30-minute high-low range as a share of entry price.,hit_liquidation_10x,P4_BREAKOUT_TOP20,all_symbols,2,885,0.0
prior_30m_range_pct,Immediate pre-entry 30-minute high-low range as a share of entry price.,hit_liquidation_10x,P4_BREAKOUT_TOP20,all_symbols,3,886,0.0
prior_30m_range_pct,Immediate pre-entry 30-minute high-low range as a share of entry price.,hit_liquidation_10x,P4_BREAKOUT_TOP20,all_symbols,4,885,0.0
prior_30m_range_pct,Immediate pre-entry 30-minute high-low range as a share of entry price.,hit_liquidation_10x,P4_BREAKOUT_TOP20,all_symbols,5,886,0.0
prior_30m_range_pct,Immediate pre-entry 30-minute high-low range as a share of entry price.,hit_liquidation_20x,P4_BREAKOUT_TOP20,all_symbols,1,886,0.0
prior_30m_range_pct,Immediate pre-entry 30-minute high-low range as a share of entry price.,hit_liquidation_20x,P4_BREAKOUT_TOP20,all_symbols,2,885,0.0022598870056497176
prior_30m_range_pct,Immediate pre-entry 30-minute high-low range as a share of entry price.,hit_liquidation_20x,P4_BREAKOUT_TOP20,all_symbols,3,886,0.0
prior_30m_range_pct,Immediate pre-entry 30-minute high-low range as a share of entry price.,hit_liquidation_20x,P4_BREAKOUT_TOP20,all_symbols,4,885,0.0
prior_30m_range_pct,Immediate pre-entry 30-minute high-low range as a share of entry price.,hit_liquidation_20x,P4_BREAKOUT_TOP20,all_symbols,5,886,0.0
prior_30m_range_pct,Immediate pre-entry 30-minute high-low range as a share of entry price.,mae_pct,P4_BREAKOUT_TOP20,all_symbols,1,886,-0.0004259747610720827
prior_30m_range_pct,Immediate pre-entry 30-minute high-low range as a share of entry price.,mae_pct,P4_BREAKOUT_TOP20,all_symbols,2,885,-0.0009783187175352406
prior_30m_range_pct,Immediate pre-entry 30-minute high-low range as a share of entry price.,mae_pct,P4_BREAKOUT_TOP20,all_symbols,3,886,-0.0008002208079731914
prior_30m_range_pct,Immediate pre-entry 30-minute high-low range as a share of entry price.,mae_pct,P4_BREAKOUT_TOP20,all_symbols,4,885,-0.0012326678304907985
prior_30m_range_pct,Immediate pre-entry 30-minute high-low range as a share of entry price.,mae_pct,P4_BREAKOUT_TOP20,all_symbols,5,886,-0.0015813460768800101
prior_30m_range_pct,Immediate pre-entry 30-minute high-low range as a share of entry price.,mfe_pct,P4_BREAKOUT_TOP20,all_symbols,1,886,0.005235053793199135
prior_30m_range_pct,Immediate pre-entry 30-minute high-low range as a share of entry price.,mfe_pct,P4_BREAKOUT_TOP20,all_symbols,2,885,0.00801757344030659
prior_30m_range_pct,Immediate pre-entry 30-minute high-low range as a share of entry price.,mfe_pct,P4_BREAKOUT_TOP20,all_symbols,3,886,0.00808722532580912
prior_30m_range_pct,Immediate pre-entry 30-minute high-low range as a share of entry price.,mfe_pct,P4_BREAKOUT_TOP20,all_symbols,4,885,0.009976747563175181
prior_30m_range_pct,Immediate pre-entry 30-minute high-low range as a share of entry price.,mfe_pct,P4_BREAKOUT_TOP20,all_symbols,5,886,0.013318052874573248
prior_5m_return,Immediate pre-entry 5-minute close-to-open return.,safe_for_10x,P4_BREAKOUT_TOP20,all_symbols,1,886,0.9943566591422122
prior_5m_return,Immediate pre-entry 5-minute close-to-open return.,safe_for_10x,P4_BREAKOUT_TOP20,all_symbols,2,885,1.0
prior_5m_return,Immediate pre-entry 5-minute close-to-open return.,safe_for_10x,P4_BREAKOUT_TOP20,all_symbols,3,886,1.0
prior_5m_return,Immediate pre-entry 5-minute close-to-open return.,safe_for_10x,P4_BREAKOUT_TOP20,all_symbols,4,885,1.0
prior_5m_return,Immediate pre-entry 5-minute close-to-open return.,safe_for_10x,P4_BREAKOUT_TOP20,all_symbols,5,886,0.9683972911963883
prior_5m_return,Immediate pre-entry 5-minute close-to-open return.,safe_for_20x,P4_BREAKOUT_TOP20,all_symbols,1,886,0.9672686230248307
