trade_id,max_margin_usage,min_margin_ratio
FRC1_ETHUSDT_2025-07-06 08:00:00.002000+00:00,0.15,0.18
FRC1_ETHUSDT_2025-07-08 00:00:00.010000+00:00,0.15,0.18
FRC1_ETHUSDT_2025-07-08 16:00:00+00:00,0.15,0.18
FRC1_ETHUSDT_2025-07-11 00:00:00.004000+00:00,0.15,0.18
FRC1_ETHUSDT_2025-07-13 16:00:00.003000+00:00,0.15,0.18
FRC1_ETHUSDT_2025-07-14 08:00:00+00:00,0.15,0.18
FRC1_ETHUSDT_2025-07-16 08:00:00+00:00,0.15,0.18
FRC1_ETHUSDT_2025-07-18 08:00:00+00:00,0.15,0.18
FRC1_ETHUSDT_2025-07-20 08:00:00+00:00,0.15,0.18
FRC1_ETHUSDT_2025-07-22 08:00:00.010000+00:00,0.15,0.18
FRC1_ETHUSDT_2025-07-24 08:00:00.001000+00:00,0.15,0.18
FRC1_ETHUSDT_2025-07-26 08:00:00.005000+00:00,0.15,0.18
FRC1_ETHUSDT_2025-07-28 08:00:00+00:00,0.15,0.18
FRC1_ETHUSDT_2025-07-30 08:00:00+00:00,0.15,0.18
FRC1_ETHUSDT_2025-07-31 00:00:00+00:00,0.15,0.18
FRC1_ETHUSDT_2025-08-02 00:00:00.004000+00:00,0.15,0.18
FRC1_ETHUSDT_2025-08-02 16:00:00+00:00,0.15,0.18
FRC1_ETHUSDT_2025-08-06 08:00:00+00:00,0.15,0.18
FRC1_ETHUSDT_2025-08-08 08:00:00.004000+00:00,0.15,0.18
FRC1_ETHUSDT_2025-08-10 08:00:00.005000+00:00,0.15,0.18
FRC1_ETHUSDT_2025-08-12 08:00:00.001000+00:00,0.15,0.18
FRC1_ETHUSDT_2025-08-14 08:00:00.003000+00:00,0.15,0.18
FRC1_ETHUSDT_2025-08-16 08:00:00+00:00,0.15,0.18
FRC1_ETHUSDT_2025-08-17 16:00:00.007000+00:00,0.15,0.18
FRC1_ETHUSDT_2025-08-18 08:00:00.001000+00:00,0.15,0.18
FRC1_ETHUSDT_2025-08-20 16:00:00+00:00,0.15,0.18
FRC1_ETHUSDT_2025-08-22 00:00:00.010000+00:00,0.15,0.18
FRC1_ETHUSDT_2025-08-24 00:00:00.001000+00:00,0.15,0.18
FRC1_ETHUSDT_2025-08-28 00:00:00+00:00,0.15,0.18
FRC1_ETHUSDT_2025-08-31 08:00:00+00:00,0.15,0.18
FRC1_ETHUSDT_2025-09-02 08:00:00.005000+00:00,0.15,0.18
FRC1_ETHUSDT_2025-09-07 00:00:00+00:00,0.15,0.18
FRC1_ETHUSDT_2025-09-08 16:00:00+00:00,0.15,0.18
FRC1_ETHUSDT_2025-09-10 16:00:00+00:00,0.15,0.18
FRC1_ETHUSDT_2025-09-11 08:00:00+00:00,0.15,0.18
FRC1_ETHUSDT_2025-09-13 08:00:00.002000+00:00,0.15,0.18
FRC1_ETHUSDT_2025-09-14 08:00:00+00:00,0.15,0.18
FRC1_ETHUSDT_2025-09-17 08:00:00+00:00,0.15,0.18
FRC1_ETHUSDT_2025-09-19 00:00:00+00:00,0.15,0.18
FRC1_ETHUSDT_2025-09-23 08:00:00.001000+00:00,0.15,0.18
FRC1_ETHUSDT_2025-09-25 16:00:00+00:00,0.15,0.18
FRC1_ETHUSDT_2025-09-27 16:00:00.003000+00:00,0.15,0.18
FRC1_ETHUSDT_2025-10-03 08:00:00.006000+00:00,0.15,0.18
FRC1_ETHUSDT_2025-10-05 00:00:00+00:00,0.15,0.18
FRC1_ETHUSDT_2025-10-07 00:00:00+00:00,0.15,0.18
FRC1_ETHUSDT_2025-10-08 08:00:00.006000+00:00,0.15,0.18
FRC1_ETHUSDT_2025-10-09 16:00:00+00:00,0.15,0.18
FRC1_ETHUSDT_2025-10-11 00:00:00+00:00,0.15,0.18
FRC1_ETHUSDT_2025-10-13 08:00:00.002000+00:00,0.15,0.18
FRC1_ETHUSDT_2025-10-17 08:00:00.005000+00:00,0.15,0.18
FRC1_ETHUSDT_2025-10-18 16:00:00.001000+00:00,0.15,0.18
FRC1_ETHUSDT_2025-10-20 08:00:00.001000+00:00,0.15,0.18
FRC1_ETHUSDT_2025-10-21 16:00:00+00:00,0.15,0.18
FRC1_ETHUSDT_2025-10-23 16:00:00.004000+00:00,0.15,0.18
FRC1_ETHUSDT_2025-10-24 08:00:00+00:00,0.15,0.18
FRC1_ETHUSDT_2025-10-25 16:00:00.001000+00:00,0.15,0.18
FRC1_ETHUSDT_2025-10-26 16:00:00+00:00,0.15,0.18
FRC1_ETHUSDT_2025-10-31 08:00:00.008000+00:00,0.15,0.18
FRC1_ETHUSDT_2025-11-01 00:00:00.001000+00:00,0.15,0.18
FRC1_ETHUSDT_2025-11-03 00:00:00+00:00,0.15,0.18
FRC1_ETHUSDT_2025-11-04 00:00:00.002000+00:00,0.15,0.18
FRC1_ETHUSDT_2025-11-07 00:00:00.005000+00:00,0.15,0.18
FRC1_ETHUSDT_2025-11-09 08:00:00+00:00,0.15,0.18
FRC1_ETHUSDT_2025-11-10 08:00:00+00:00,0.15,0.18
FRC1_ETHUSDT_2025-11-12 16:00:00+00:00,0.15,0.18
FRC1_ETHUSDT_2025-11-14 16:00:00.001000+00:00,0.15,0.18
FRC1_ETHUSDT_2025-11-16 16:00:00+00:00,0.15,0.18
FRC1_ETHUSDT_2025-11-18 16:00:00+00:00,0.15,0.18
FRC1_ETHUSDT_2025-11-20 00:00:00+00:00,0.15,0.18
FRC1_ETHUSDT_2025-11-21 16:00:00.001000+00:00,0.15,0.18
FRC1_ETHUSDT_2025-11-22 08:00:00+00:00,0.15,0.18
FRC1_ETHUSDT_2025-11-24 08:00:00+00:00,0.15,0.18
FRC1_ETHUSDT_2025-11-30 00:00:00.003000+00:00,0.15,0.18
FRC1_ETHUSDT_2025-12-01 00:00:00+00:00,0.15,0.18
FRC1_ETHUSDT_2025-12-02 00:00:00.004000+00:00,0.15,0.18
FRC1_ETHUSDT_2025-12-03 16:00:00.005000+00:00,0.15,0.18
FRC1_ETHUSDT_2025-12-05 08:00:00+00:00,0.15,0.18
FRC1_ETHUSDT_2025-12-08 08:00:00+00:00,0.15,0.18
FRC1_ETHUSDT_2025-12-10 00:00:00.007000+00:00,0.15,0.18
FRC1_ETHUSDT_2025-12-11 00:00:00.001000+00:00,0.15,0.18
FRC1_ETHUSDT_2025-12-14 00:00:00+00:00,0.15,0.18
FRC1_ETHUSDT_2025-12-18 16:00:00.001000+00:00,0.15,0.18
FRC1_ETHUSDT_2025-12-23 08:00:00+00:00,0.15,0.18
FRC1_ETHUSDT_2025-12-24 08:00:00.001000+00:00,0.15,0.18
FRC1_ETHUSDT_2025-12-26 08:00:00.001000+00:00,0.15,0.18
FRC1_ETHUSDT_2025-12-27 16:00:00.011000+00:00,0.15,0.18
FRC1_ETHUSDT_2025-12-30 16:00:00.003000+00:00,0.15,0.18
FRC1_ETHUSDT_2026-01-01 00:00:00.008000+00:00,0.15,0.18
FRC1_ETHUSDT_2026-01-02 00:00:00.006000+00:00,0.15,0.18
FRC1_ETHUSDT_2026-01-02 16:00:00+00:00,0.15,0.18
FRC1_ETHUSDT_2026-01-04 00:00:00+00:00,0.15,0.18
FRC1_ETHUSDT_2026-01-04 16:00:00.001000+00:00,0.15,0.18
FRC1_ETHUSDT_2026-01-05 16:00:00+00:00,0.15,0.18
FRC1_ETHUSDT_2026-01-08 00:00:00.001000+00:00,0.15,0.18
FRC1_ETHUSDT_2026-01-09 00:00:00.003000+00:00,0.15,0.18
FRC1_ETHUSDT_2026-01-09 16:00:00.001000+00:00,0.15,0.18
FRC1_ETHUSDT_2026-01-11 16:00:00+00:00,0.15,0.18
FRC1_ETHUSDT_2026-01-12 16:00:00+00:00,0.15,0.18
FRC1_ETHUSDT_2026-01-14 00:00:00+00:00,0.15,0.18
FRC1_ETHUSDT_2026-01-15 16:00:00.002000+00:00,0.15,0.18
FRC1_ETHUSDT_2026-01-17 00:00:00+00:00,0.15,0.18
FRC1_ETHUSDT_2026-01-19 00:00:00.007000+00:00,0.15,0.18
FRC1_ETHUSDT_2026-01-20 00:00:00.005000+00:00,0.15,0.18
FRC1_ETHUSDT_2026-01-22 08:00:00.003000+00:00,0.15,0.18
FRC1_ETHUSDT_2026-01-23 16:00:00.011000+00:00,0.15,0.18
FRC1_ETHUSDT_2026-01-25 08:00:00.011000+00:00,0.15,0.18
FRC1_ETHUSDT_2026-01-26 08:00:00.003000+00:00,0.15,0.18
FRC1_ETHUSDT_2026-01-27 00:00:00.002000+00:00,0.15,0.18
FRC1_ETHUSDT_2026-02-05 00:00:00.011000+00:00,0.15,0.18
FRC1_ETHUSDT_2026-02-07 00:00:00.003000+00:00,0.15,0.18
FRC1_ETHUSDT_2026-02-15 08:00:00.002000+00:00,0.15,0.18
FRC1_ETHUSDT_2026-02-17 00:00:00.008000+00:00,0.15,0.18
FRC1_ETHUSDT_2026-02-21 16:00:00.005000+00:00,0.15,0.18
FRC1_ETHUSDT_2026-02-25 16:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2024-12-01 00:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2024-12-03 00:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2024-12-05 00:00:00.001000+00:00,0.15,0.18
FRC1_SOLUSDT_2024-12-07 00:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2024-12-09 00:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2024-12-11 00:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2024-12-13 00:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2024-12-15 00:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2024-12-17 00:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2024-12-26 08:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2024-12-28 00:00:00.001000+00:00,0.15,0.18
FRC1_SOLUSDT_2024-12-29 16:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2024-12-31 16:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-01-02 00:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-01-04 16:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-01-05 16:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-01-06 16:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-01-08 08:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-01-09 08:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-01-13 00:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-01-16 00:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-01-18 00:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-01-18 16:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-01-20 16:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-01-21 08:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-01-22 00:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-01-22 16:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-01-24 00:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-01-26 00:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-01-27 08:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-01-28 00:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-01-29 00:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-01-30 08:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-01-31 16:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-02-04 16:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-02-06 16:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-02-08 16:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-02-12 16:00:00.001000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-02-14 08:00:00.001000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-02-18 16:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-02-21 00:00:00.001000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-02-23 00:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-02-24 16:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-02-27 00:00:00.001000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-02-27 16:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-03-01 16:00:00.001000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-03-02 08:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-03-03 08:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-03-08 00:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-03-09 16:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-03-11 08:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-03-13 16:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-03-14 08:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-03-16 08:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-03-19 08:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-03-23 16:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-03-24 08:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-04-05 08:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-04-06 08:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-04-09 16:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-04-11 16:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-04-13 08:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-04-17 00:00:00.001000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-04-23 00:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-04-23 16:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-04-27 16:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-04-28 08:00:00.003000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-05-01 08:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-05-06 00:00:00.002000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-05-07 00:00:00.002000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-05-07 16:00:00.006000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-05-08 08:00:00.001000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-05-10 08:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-05-12 08:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-05-14 08:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-05-16 08:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-05-18 08:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-05-20 00:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-05-21 00:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-05-23 00:00:00.006000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-05-25 00:00:00.004000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-05-26 16:00:00.002000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-05-27 16:00:00.005000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-05-29 08:00:00.006000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-06-03 08:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-06-04 08:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-06-07 00:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-06-09 00:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-06-10 00:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-06-11 00:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-06-14 00:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-06-15 08:00:00.009000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-06-17 08:00:00.006000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-06-20 00:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-06-24 00:00:00.003000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-06-25 08:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-06-28 00:00:00.001000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-06-30 00:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-07-01 00:00:00.007000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-07-03 00:00:00.006000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-07-04 08:00:00.003000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-07-07 00:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-07-10 00:00:00.003000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-07-11 00:00:00.004000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-07-13 00:00:00.006000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-07-14 08:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-07-16 00:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-07-18 00:00:00.004000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-07-20 00:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-07-22 00:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-07-24 00:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-07-26 00:00:00.001000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-07-28 00:00:00.005000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-07-30 08:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-08-07 00:00:00.003000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-08-08 00:00:00.002000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-08-09 00:00:00.005000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-08-11 00:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-08-13 00:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-08-15 00:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-08-16 08:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-08-19 16:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-08-20 08:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-08-22 08:00:00.007000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-08-24 08:00:00.002000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-08-26 16:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-08-28 16:00:00.004000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-08-30 08:00:00.002000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-08-31 08:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-09-02 08:00:00.005000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-09-04 08:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-09-06 00:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-09-07 08:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-09-08 00:00:00.007000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-09-10 08:00:00.002000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-09-11 16:00:00.001000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-09-13 08:00:00.002000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-09-14 08:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-09-16 00:00:00.001000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-09-18 00:00:00.006000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-09-19 00:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-09-27 08:00:00.010000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-09-29 08:00:00.002000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-10-01 00:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-10-02 00:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-10-03 08:00:00.006000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-10-05 08:00:00.003000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-10-06 16:00:00.004000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-10-09 00:00:00.001000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-10-15 08:00:00.002000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-10-17 08:00:00.005000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-10-19 00:00:00.001000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-10-22 00:00:00.004000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-10-23 16:00:00.004000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-10-25 00:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-10-27 00:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-10-28 08:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-10-29 16:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-11-02 00:00:00.007000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-11-05 08:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-11-06 16:00:00.001000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-11-08 00:00:00.011000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-11-10 00:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-11-14 16:00:00.001000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-11-16 08:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-11-17 00:00:00.003000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-11-18 08:00:00.004000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-11-19 08:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-11-20 08:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-11-21 08:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-11-25 08:00:00.009000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-11-26 08:00:00.001000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-11-27 00:00:00.013000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-11-29 08:00:00.005000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-11-30 00:00:00.003000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-12-03 00:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-12-05 16:00:00.010000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-12-08 08:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-12-10 00:00:00.007000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-12-12 00:00:00.005000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-12-16 16:00:00.002000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-12-17 16:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-12-19 08:00:00.001000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-12-21 08:00:00.009000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-12-22 16:00:00.009000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-12-24 00:00:00.001000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-12-25 00:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-12-26 00:00:00.004000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-12-27 08:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2025-12-29 08:00:00.001000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-12-30 16:00:00.003000+00:00,0.15,0.18
FRC1_SOLUSDT_2025-12-31 16:00:00.001000+00:00,0.15,0.18
FRC1_SOLUSDT_2026-01-02 00:00:00.006000+00:00,0.15,0.18
FRC1_SOLUSDT_2026-01-04 00:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2026-01-06 00:00:00.010000+00:00,0.15,0.18
FRC1_SOLUSDT_2026-01-06 16:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2026-01-08 08:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2026-01-09 00:00:00.003000+00:00,0.15,0.18
FRC1_SOLUSDT_2026-01-11 00:00:00.003000+00:00,0.15,0.18
FRC1_SOLUSDT_2026-01-13 16:00:00.002000+00:00,0.15,0.18
FRC1_SOLUSDT_2026-01-17 00:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2026-01-19 16:00:00.007000+00:00,0.15,0.18
FRC1_SOLUSDT_2026-01-20 08:00:00.001000+00:00,0.15,0.18
FRC1_SOLUSDT_2026-01-22 00:00:00.010000+00:00,0.15,0.18
FRC1_SOLUSDT_2026-01-25 16:00:00.005000+00:00,0.15,0.18
FRC1_SOLUSDT_2026-01-27 00:00:00.002000+00:00,0.15,0.18
FRC1_SOLUSDT_2026-01-28 00:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2026-02-15 16:00:00+00:00,0.15,0.18
FRC1_SOLUSDT_2026-02-21 00:00:00.004000+00:00,0.15,0.18
FRC1_SOLUSDT_2026-02-25 08:00:00.007000+00:00,0.15,0.18
